"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.dial_name","Input.turn_id","Input.context","Input.query","Input.gold","Input.s2s","Input.larl","Input.mog","Input.message","Answer.Consistency.GOLD","Answer.Consistency.LARL","Answer.Consistency.MOG","Answer.Consistency.None","Answer.Consistency.S2S","Answer.Fluency.GOLD","Answer.Fluency.LARL","Answer.Fluency.MOG","Answer.Fluency.None","Answer.Fluency.S2S","Answer.Humanness.GOLD","Answer.Humanness.LARL","Answer.Humanness.MOG","Answer.Humanness.None","Answer.Humanness.S2S","Answer.Informativeness.GOLD","Answer.Informativeness.LARL","Answer.Informativeness.MOG","Answer.Informativeness.None","Answer.Informativeness.S2S","Approve","Reject"
"3UEDKCTPAY5BV1D7FUVX05J4BPMK77","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","3ATTHHXXWE3GR5R3N6JL68D47O0IX1","A1965LD689F8U1","Approved","Mon Nov 04 19:53:46 PST 2019","Mon Nov 04 19:53:55 PST 2019","Thu Nov 07 19:53:55 PST 2019","Wed Nov 06 07:17:34 PST 2019","","","9","99% (195/196)","99% (195/196)","99% (195/196)","PMUL2497.json","8","U1: hi ! i would like to find a restaurant located in the [value_area] please .<br/>S1: there are [value_count] restaurant -s in the [value_area] did you have a preferred cuisine type ?<br/>U2: [value_food] , please , and i would like someplace [value_pricerange] -ly priced .<br/>S2: there are [value_count] attraction -s that fit your criteria which are [attraction_name] and [attraction_name] . which [value_count] do you prefer ?<br/>U3: you pick and book me on [value_day] . [value_count] people at [value_time] .<br/>S3: i choose [attraction_name] . your reference is [attraction_reference] . how else can i assist ? thanks !<br/>U4: i would also like to see somewhere fun to go in the [value_area] of town .<br/>S4: there are many fun things to do in the [value_area] . do you know what type of attraction you would like ?<br/>U5: i would like to visit an entertainment attraction<br/>S5: i am sorry , there are no entertainment attractions in the [value_area] of town . is there anything else i can assist you with today ?<br/>U6: can you search for a boat attraction instead then ? and provide the phone number for me please .<br/>S6: there are [value_count] . [attraction_name] , located at [attraction_address] , and [attraction_name] , at [attraction_address] . which would you prefer ?<br/>U7: i prefer [attraction_name] . could you also give me the phone number to [attraction_name] also ?<br/>S7: the phone number for [attraction_name] is [attraction_phone] . is there anything else i can help you with ?<br/>U8: i need a cab too please , arriving by my booked time , car type and contact number would be helpful too please .<br/>S8: you need a cab to get you to the restaurant before the booked time and where do you need cab to pick you up at ?","from [attraction_name] , please .","a [taxi_type] is booked , with contact number [taxi_phone]","i have booked a taxi for you . it will be a [taxi_type] and the contact number is [taxi_phone] .","i have booked you a taxi . it is a [taxi_type] and the contact number is [taxi_phone] .","i have booked a [taxi_type] for you . the contact number is [taxi_phone] . is there anything else i can help you with ?","You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>modern european</span> food<br/>The restaurant should be in the <span class='emphasis'>moderate</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>19:30</span> on <span class='emphasis'>wednesday</span><br/>If the booking fails how about <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>entertainment</span> and should be <span class='emphasis'>in the same area as the restaurant</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of boat</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>","false","true","false","false","false","true","false","false","false","false","true","true","false","false","false","true","false","true","false","false"
"31N9JPQXJSX9WW4MPG9PJAP2JNNHNB","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","31QTRG6Q2XSX8W4H5XV7YJLPV8SYP2","A1965LD689F8U1","Approved","Mon Nov 04 20:38:18 PST 2019","Mon Nov 04 20:38:29 PST 2019","Thu Nov 07 20:38:29 PST 2019","Wed Nov 06 07:16:42 PST 2019","","","11","99% (195/196)","99% (195/196)","99% (195/196)","PMUL1091.json","1","U1: can you locate for me a train that leaves on [value_day] after [value_time] pm ? thanks .<br/>S1: there is a train that leaves [value_place] at [value_time] and arrives at [value_place] at [value_time] on [value_day] .","that s too early . i need to leave after [value_time] .","the next best option will be [train_id] which leaves [value_place] at [value_time] and arrives at [value_place] at [value_time] .","where will you be departing from ?","where will you be departing from ?","i would be happy to help . where will you be departing from ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>tuesday</span> and should <span class='emphasis'>leave after 15:15</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>kings lynn</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>phone number</span>","false","true","false","false","true","true","false","false","false","false","false","false","true","false","false","true","true","false","false","false"
"31N9JPQXJSX9WW4MPG9PJAP2JNNHNB","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","320DUZ38GB110UGJGE4HUNS9HQ6GJM","A3CR9XJAL7U5JW","Approved","Wed Nov 06 11:05:33 PST 2019","Wed Nov 06 11:09:04 PST 2019","Sat Nov 09 11:09:04 PST 2019","Wed Nov 06 11:13:28 PST 2019","","","211","95% (35/37)","95% (35/37)","95% (35/37)","PMUL1091.json","1","U1: can you locate for me a train that leaves on [value_day] after [value_time] pm ? thanks .<br/>S1: there is a train that leaves [value_place] at [value_time] and arrives at [value_place] at [value_time] on [value_day] .","that s too early . i need to leave after [value_time] .","the next best option will be [train_id] which leaves [value_place] at [value_time] and arrives at [value_place] at [value_time] .","where will you be departing from ?","where will you be departing from ?","i would be happy to help . where will you be departing from ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>tuesday</span> and should <span class='emphasis'>leave after 15:15</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>kings lynn</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>address</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>phone number</span>","true","false","false","false","false","true","true","true","false","true","true","true","true","false","true","true","false","false","false","false"
"36FFXPMSUC3REH4YQV92YZP79XSHOQ","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","3GFK2QRXXDWPQHRY6H45FGVST0OW5C","A1965LD689F8U1","Approved","Mon Nov 04 19:55:25 PST 2019","Mon Nov 04 19:55:35 PST 2019","Thu Nov 07 19:55:35 PST 2019","Wed Nov 06 07:16:46 PST 2019","","","10","99% (195/196)","99% (195/196)","99% (195/196)","SNG1066.json","0","nan","could you help me find a boat to visit on the [value_area] side ?","i have [value_count] in that area . it s called the [attraction_name] . it s located at [attraction_address] . would you like their phone number for more information ?","[attraction_name] is located in the [value_area] . would you like more information ?","the phone number is [attraction_phone] . the address is [attraction_address] .","i have [value_count] _UNK in the [value_area] of town . it is [attraction_name] . would you like more information ?","You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>boat</span> and should be in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>entrance fee</span>","false","true","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","true","false","false"
"36FFXPMSUC3REH4YQV92YZP79XSHOQ","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","3KJYX6QCMDQKIR6E5933UOVJ3NXVJS","A1NYV6LPHCYADS","Approved","Mon Nov 04 10:38:42 PST 2019","Mon Nov 04 10:39:02 PST 2019","Thu Nov 07 10:39:02 PST 2019","Wed Nov 06 07:16:46 PST 2019","","","20","100% (55/55)","100% (55/55)","100% (55/55)","SNG1066.json","0","nan","could you help me find a boat to visit on the [value_area] side ?","i have [value_count] in that area . it s called the [attraction_name] . it s located at [attraction_address] . would you like their phone number for more information ?","[attraction_name] is located in the [value_area] . would you like more information ?","the phone number is [attraction_phone] . the address is [attraction_address] .","i have [value_count] _UNK in the [value_area] of town . it is [attraction_name] . would you like more information ?","You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>boat</span> and should be in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>entrance fee</span>","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false"
"3RWSQDNYMC1DU80ZW22C8K4G1HOFF4","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","3H8DHMCCWDQTZUCAW93LPHPPJAGKDF","A1965LD689F8U1","Approved","Mon Nov 04 20:30:02 PST 2019","Mon Nov 04 20:30:30 PST 2019","Thu Nov 07 20:30:30 PST 2019","Wed Nov 06 07:17:33 PST 2019","","","28","99% (195/196)","99% (195/196)","99% (195/196)","PMUL2670.json","3","U1: hi , i am excited to visit some of [value_place] s tourist attractions soon . can you help me find a place to stay ?<br/>S1: yes , i can help with that . what area would you like to stay in ?<br/>U2: i would like it to be in the [value_area] .<br/>S2: there are [value_count] options for hotel -s in the [value_area] , is there a particular price range you are looking for ?<br/>U3: i would like it to be in the [value_pricerange] price .<br/>S3: [attraction_name] is located in [attraction_address] , [attraction_postcode] can i go ahead in booking ?","can you give me the star rating of [attraction_name] ?","[hotel_name] is a [value_count] star establishment . would you like me to book it for you ?","yes , it is a [value_count] star hotel .","the postcode is [hotel_postcode] and the address is [hotel_address] .","[hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] . would you like me to book it for you ?","You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>The hotel should be in the <span class='emphasis'>east</span> and should be in the type of <span class='emphasis'>hotel</span><br/>If there is no such hotel, how about one that is in <span class='emphasis'>the type of guesthouse</span><br/>Make sure you get <span class='emphasis'>star of the hotel</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>museum</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>area</span>","true","false","false","false","false","true","true","false","false","false","true","true","false","false","false","false","false","true","false","true"
"3H6W48L9G74RW7BO0U8HO24KYQ1WPM","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","3PH3VY7DJPCNXVBND5BL4K2NUZUZWK","A1965LD689F8U1","Approved","Mon Nov 04 19:31:55 PST 2019","Mon Nov 04 19:32:10 PST 2019","Thu Nov 07 19:32:10 PST 2019","Wed Nov 06 07:16:50 PST 2019","","","15","99% (195/196)","99% (195/196)","99% (195/196)","MUL0099.json","10","U1: find me a [value_food] restaurant in the [value_area] of [value_place] .<br/>S1: [restaurant_name] fits your criteria , can i book that for you ?<br/>U2: yes , please book that for me .<br/>S2: how many people and what time and day are you looking at ?<br/>U3: i need the table booked for [value_day] at [value_time] for [value_count] people . thanks . also could i get the ref # ?<br/>S3: booking was successful . your reference number is [hotel_reference] , they will only hold your table for [value_count] minutes . is there anything else i can assist you with today ?<br/>U4: great i also am looking for a hotel to stay at that include -s free parking . what s available ?<br/>S4: i have found [hotel_name] which is a [value_count] star guesthouse and include -s free parking .<br/>U5: actually , i am looking for a hotel and in the same price range as the restaurant .<br/>S5: can you please restate your hotel needs clearly ? thank you !<br/>U6: yes i need a hotel in the same price range as the restaurant with free parking .<br/>S6: there are [value_count] hotel -s in the [value_pricerange] price range . do you have any other preferences ?<br/>U7: can you give me the first [value_count] and the star rating for it please ? it has to have free parking .<br/>S7: [hotel_name] is rated [value_count] stars . do you want me to make a booking there ?<br/>U8: does the express by holiday inn have free parking ?<br/>S8: yes , the express by holiday inn does have free parking . do you want me to go ahead and make a booking for you ?<br/>U9: yes also i will need a taxi to get me between the hotel and the restaurant . i will need a contact number and car type with the booking .<br/>S9: first i need to know how many are in your party , what day you wish to check in , and how many nights you need a room .<br/>U10: i would just like to book a taxi between the [value_count] . i would like to get to the restaurant by my reservation time and i'll need the contact number and car type please .<br/>S10: your reservation is for [value_time] with reference number [restaurant_reference] . and i have reserved a [taxi_type] to get you there . contact number is [taxi_phone] .","what time will the taxi arrive ?","it will take about twenty minutes to get to the restaurant from the hotel . say the taxi gets there at [value_time] ?","i have booked you a [taxi_type] . the contact number is [taxi_phone] .","the car is a [taxi_type] .","the car is a [taxi_type] . the contact number is [taxi_phone] . is there anything else i can help you with ?","You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>mediterranean</span> food and should be in the <span class='emphasis'>centre</span><br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>12:15</span> on <span class='emphasis'>monday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should be in the type of <span class='emphasis'>hotel</span><br/>The hotel should be in the <span class='emphasis'>same price range as the restaurant</span><br/>Make sure you get <span class='emphasis'>star of the hotel</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>","false","true","true","false","false","true","false","false","false","false","false","true","false","false","false","true","false","true","false","false"
"3XDSWAMB3573IL6YJGN5CDNRB65CQK","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","386CSBG1O31GPOVQZRF4FXR61UL6Q1","A1965LD689F8U1","Approved","Mon Nov 04 20:25:40 PST 2019","Mon Nov 04 20:26:29 PST 2019","Thu Nov 07 20:26:29 PST 2019","Wed Nov 06 07:17:36 PST 2019","","","49","99% (195/196)","99% (195/196)","99% (195/196)","MUL0148.json","5","U1: i am looking for a centrally located upscale restaurant .<br/>S1: i can book you at the [restaurant_name] if you would like .<br/>U2: for [value_count] people , at [value_time] on [value_day] . reference number please .<br/>S2: ok . i have booked your table . your reference number is [hotel_reference] . can i help with anything else ?<br/>U3: yes . i a place to stay . a upscale hotel please .<br/>S3: there are [value_count] hotel -s in that area , can you give me a price range and a star rating to narrow down the search ?<br/>U4: i prefer upscale and want to stay in a hotel rather than a guesthouse . i also need free parking .<br/>S4: [hotel_name] is located [value_area] and has [value_count] stars . does this sound okay to you ?<br/>U5: does it have free parking ? and internet ?<br/>S5: yes , the [hotel_name] has both free parking and internet . would you like me to book a room for you ?","not right now . can i please have the address and phone number of the [hotel_name] ?","of course ! the address of the [hotel_name] is [hotel_address] and it s phone number is [hotel_phone] , would you like anything else ?","sure , the address is [hotel_address] and the phone number is [hotel_phone] .","the phone number is [hotel_phone] and the address is [hotel_address] .","the [hotel_name] is located at [hotel_address] and their phone number is [hotel_phone] .","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>17:30</span> on <span class='emphasis'>sunday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>same price range as the restaurant</span> and should be in the type of <span class='emphasis'>hotel</span><br/>The hotel should <span class='emphasis'>include free parking</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>whether they have internet</span>, and <span class='emphasis'>address</span>","true","false","false","false","false","false","true","true","false","false","false","true","false","false","false","false","true","true","false","false"
"30Y6N4AHZSBDZERCWR7G19FESSJRD0","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:07 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:07 PST 2019","","","324G5B4FB7NB5V4W13QH650KJ18704","A1965LD689F8U1","Approved","Mon Nov 04 20:40:07 PST 2019","Mon Nov 04 20:40:14 PST 2019","Thu Nov 07 20:40:14 PST 2019","Wed Nov 06 07:16:42 PST 2019","","","7","99% (195/196)","99% (195/196)","99% (195/196)","MUL1546.json","2","U1: do you have a [value_day] train that i can take to [value_place] ? i want to try some local restaurant -s .<br/>S1: we have thousands of options , i will need to narrow this down . where will you be coming from and do you have a date and time preference ?<br/>U2: yes , i would like to arrive by [value_time] on [value_day] . thanks .<br/>S2: their is a departure at [value_place] on [value_day] at [value_time] am .","book that for me please . i need it for [value_count] people .","it s booked and will cost [value_count] gbp which is payable at the station . your reference number is [train_reference] .","i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked you [value_count] tickets on [train_id] leaving [value_place] at [value_time] . your reference number is [train_reference] .","i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?","You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>monday</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 12:15</span> and should depart from <span class='emphasis'>stevenage</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>5 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>golden house</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>price range</span>","false","false","true","false","false","false","true","false","false","false","true","false","true","false","false","false","true","false","false","true"
"3YLTXLH3EIL9ZHGZ5VMHNZUXJ2OHP7","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 06:25:08 PST 2019","3","BatchId:3823257;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 06:25:08 PST 2019","","","37ZHEEHM6017MN3TKQ8083YRL8H73D","A29VL3MZE7YPBZ","Approved","Mon Nov 04 11:00:39 PST 2019","Mon Nov 04 11:02:30 PST 2019","Thu Nov 07 11:02:30 PST 2019","Wed Nov 06 07:17:36 PST 2019","","","111","100% (1/1)","100% (1/1)","100% (1/1)","PMUL1284.json","7","U1: yes , i would like an [value_pricerange] hotel in the center and what type of attraction is in the area in walking distance ?<br/>S1: would you like me to find a hotel first or the attraction ?<br/>U2: i am actually looking for a train . i need to go from [value_place] to [value_place] on [value_day] . i need to leave after [value_time] .<br/>S2: [train_id] departs at [value_time] , would that work for you ?<br/>U3: that would be great . i need to reserve seats for [value_count] people on that train .<br/>S3: you are all set . the total fee is [value_price] gbp payable at the station the reference number is [train_reference]<br/>U4: thanks ! oh , i am also looking for place -s to go in town at the city [value_area] . i need some form of entertainment . can you help ?<br/>S4: there are many different attractions in [value_area] . is there a certain type that you would like ?<br/>U5: an entertainment attraction would be nice .<br/>S5: sorry , i got no results for entertainment in [value_area] , is there something else i can look for ?<br/>U6: can you search for a theatre instead ?<br/>S6: there are [value_count] theaters in the area , the [attraction_name] , [attraction_name] , [attraction_name] and [attraction_name] . let me know if any of those appeal to you .<br/>U7: can you give me the phone # , address , and postcode for the [attraction_name] ?<br/>S7: the phone number is [attraction_phone] .","i also need their address and postcode as i asked before please .","their postcode is [attraction_postcode] and their address is [attraction_address] .","the address is [attraction_address] and the postcode is [attraction_postcode] .","sure , the address is [hotel_address] and the postcode is [hotel_postcode] .","the address for [attraction_name] is [attraction_address] and the postcode is [attraction_postcode] . is there anything else i can help you with ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>kings lynn</span> and should <span class='emphasis'>leave after 19:15</span><br/>The train should leave on <span class='emphasis'>tuesday</span> and should go to <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>entertainment</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of theatre</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>address</span>, and <span class='emphasis'>postcode</span>","true","true","true","false","true","true","true","true","false","true","true","true","true","false","true","true","false","true","false","true"
