"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.dial_name","Input.turn_id","Input.context","Input.query","Input.gold","Input.s2s","Input.larl","Input.mog","Input.message","Answer.Consistency.LARL","Answer.Consistency.MOG","Answer.Consistency.None","Answer.Consistency.S2S","Answer.Fluency.LARL","Answer.Fluency.MOG","Answer.Fluency.None","Answer.Fluency.S2S","Answer.Humanness.LARL","Answer.Humanness.MOG","Answer.Humanness.None","Answer.Humanness.S2S","Answer.Informativeness.LARL","Answer.Informativeness.MOG","Answer.Informativeness.None","Answer.Informativeness.S2S","Approve","Reject"
"3EFNPKWBNV3RHS5G9PIP44SFSPR039","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:15 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:15 PST 2019","","","3H8DHMCCWDQTZUCAW93LPHPPJT7KD8","A1NYV6LPHCYADS","Approved","Thu Nov 07 11:04:31 PST 2019","Thu Nov 07 11:04:40 PST 2019","Sun Nov 10 11:04:40 PST 2019","Thu Nov 07 18:28:57 PST 2019","","","9","100% (180/180)","100% (180/180)","100% (180/180)","PMUL3778.json","5","U1: i am looking for an [value_pricerange] restaurant in the [value_area] part of town .<br/>S1: there are [value_count] [value_pricerange] restaurant -s in the [value_area] of town . did you have a type of food in mind ?<br/>U2: can you give me a couple of examples of different cuisines that are available ?<br/>S2: there is [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_area] american , [value_food] , [value_food] , and [value_food] food available in the [value_area] .<br/>U3: let s go with [value_food] . what kind of [value_pricerange] [value_food] restaurant -s do you have available ?<br/>S3: [restaurant_name] at [value_count] [restaurant_address] is very good .<br/>U4: that sounds good . could i get the postcode for [restaurant_name] please ?<br/>S4: the post code for [restaurant_name] is [restaurant_postcode] .<br/>U5: i need the phone number and address of saint catherine s college and a taxi to commute both distance . need to know the car type and also have the taxi number .<br/>S5: okay ! they are at [attraction_address] , [attraction_postcode] . their phone number is [attraction_phone] . what time would you like to depart in the taxi ?","i need a taxi to commute between the [value_count] place -s . i need to leave the restaurant by [value_time] and need the contact # and car type","i have booked your taxi . you will be looking for a [taxi_type] . if you need to contact the driver , the number is [taxi_phone] . can i do anything else for you today ?","i have booked you a taxi . the car is a [taxi_type] and the contact number is [taxi_phone] .","i have booked you a taxi . it is a [taxi_type] and the contact number is [taxi_phone] .","i have booked you a [taxi_type] and the contact number is [taxi_phone] . is there anything else i can help you with ?","You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>Make sure you get <span class='emphasis'>food type</span> and <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>saint catharine's college</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>attraction type</span>, and <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to leave the <span class='emphasis'>restaurant</span> by <span class='emphasis'>18:15</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>","false","false","false","true","false","true","false","false","false","false","false","true","true","false","false","false"
"3EFNPKWBNV3RHS5G9PIP44SFSPR039","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:15 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:15 PST 2019","","","3JZQSN0I3UPLVSUNXODWFP0HO6DGFH","A1965LD689F8U1","Approved","Mon Nov 04 19:57:11 PST 2019","Mon Nov 04 19:57:22 PST 2019","Thu Nov 07 19:57:22 PST 2019","Wed Nov 06 16:04:59 PST 2019","","","11","99% (195/196)","99% (195/196)","99% (195/196)","PMUL3778.json","5","U1: i am looking for an [value_pricerange] restaurant in the [value_area] part of town .<br/>S1: there are [value_count] [value_pricerange] restaurant -s in the [value_area] of town . did you have a type of food in mind ?<br/>U2: can you give me a couple of examples of different cuisines that are available ?<br/>S2: there is [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_food] , [value_area] american , [value_food] , [value_food] , and [value_food] food available in the [value_area] .<br/>U3: let s go with [value_food] . what kind of [value_pricerange] [value_food] restaurant -s do you have available ?<br/>S3: [restaurant_name] at [value_count] [restaurant_address] is very good .<br/>U4: that sounds good . could i get the postcode for [restaurant_name] please ?<br/>S4: the post code for [restaurant_name] is [restaurant_postcode] .<br/>U5: i need the phone number and address of saint catherine s college and a taxi to commute both distance . need to know the car type and also have the taxi number .<br/>S5: okay ! they are at [attraction_address] , [attraction_postcode] . their phone number is [attraction_phone] . what time would you like to depart in the taxi ?","i need a taxi to commute between the [value_count] place -s . i need to leave the restaurant by [value_time] and need the contact # and car type","i have booked your taxi . you will be looking for a [taxi_type] . if you need to contact the driver , the number is [taxi_phone] . can i do anything else for you today ?","i have booked you a taxi . the car is a [taxi_type] and the contact number is [taxi_phone] .","i have booked you a taxi . it is a [taxi_type] and the contact number is [taxi_phone] .","i have booked you a [taxi_type] and the contact number is [taxi_phone] . is there anything else i can help you with ?","You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>expensive</span> price range<br/>Make sure you get <span class='emphasis'>food type</span> and <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>saint catharine's college</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>attraction type</span>, and <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to leave the <span class='emphasis'>restaurant</span> by <span class='emphasis'>18:15</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>","true","false","false","false","true","true","false","false","false","true","false","true","true","false","false","false"
"3GITHABAD105H6146V6IW6J0U41N2V","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","31HQ4X3T3WPALPDAEZABZGO49DVSLK","A1965LD689F8U1","Approved","Mon Nov 04 20:33:57 PST 2019","Mon Nov 04 20:34:09 PST 2019","Thu Nov 07 20:34:09 PST 2019","Wed Nov 06 16:04:59 PST 2019","","","12","99% (195/196)","99% (195/196)","99% (195/196)","MUL1493.json","0","nan","hello , i am trying to find a train that leaves from [value_place] and arrives here by [value_time] today . can you help me book a ticket ?","the closest arrival time i can give you is [value_time] , is that ok ? and how many tickets would you like ?","what is your destination ?","where will you be departing from ?","i would be happy to help you with that . what is your destination ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 13:45</span><br/>The train should go to <span class='emphasis'>ely</span> and should leave on <span class='emphasis'>wednesday</span><br/>Make sure you get <span class='emphasis'>departure time</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>cantonese</span> food and should be in the <span class='emphasis'>east</span><br/>If there is no such restaurant, how about one that serves <span class='emphasis'>indian</span> food<br/>Make sure you get <span class='emphasis'>address</span>","true","false","false","false","true","true","false","false","true","false","false","false","false","true","false","true"
"3GITHABAD105H6146V6IW6J0U41N2V","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","3NG53N1RLZYITQDZSTXDZ6XN2CGP88","A1NYV6LPHCYADS","Approved","Thu Nov 07 11:04:15 PST 2019","Thu Nov 07 11:04:23 PST 2019","Sun Nov 10 11:04:23 PST 2019","Thu Nov 07 18:28:57 PST 2019","","","8","100% (180/180)","100% (180/180)","100% (180/180)","MUL1493.json","0","nan","hello , i am trying to find a train that leaves from [value_place] and arrives here by [value_time] today . can you help me book a ticket ?","the closest arrival time i can give you is [value_time] , is that ok ? and how many tickets would you like ?","what is your destination ?","where will you be departing from ?","i would be happy to help you with that . what is your destination ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 13:45</span><br/>The train should go to <span class='emphasis'>ely</span> and should leave on <span class='emphasis'>wednesday</span><br/>Make sure you get <span class='emphasis'>departure time</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>cantonese</span> food and should be in the <span class='emphasis'>east</span><br/>If there is no such restaurant, how about one that serves <span class='emphasis'>indian</span> food<br/>Make sure you get <span class='emphasis'>address</span>","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false"
"307L9TDWK17U2OXNAVKNFGOS0I1N36","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","4","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","386PBUZZXJCHMMUKR51X7FXHDUFLJU","A1965LD689F8U1","Rejected","Mon Nov 04 19:55:43 PST 2019","Mon Nov 04 19:55:51 PST 2019","Thu Nov 07 19:55:51 PST 2019","","Wed Nov 06 10:54:17 PST 2019","Given a golden response, if it requests users some questions, then this should be considered as an important factor that decides a good response.","8","99% (195/196)","99% (195/196)","99% (195/196)","PMUL4001.json","5","U1: i am planning a trip in [value_place]<br/>S1: would you like to come by bus , or train ?<br/>U2: i am actually looking for a particular attraction called [attraction_name] .<br/>S2: yes nice place . did you need any info on it ?<br/>U3: what type of attraction is that ?<br/>S3: it s a museum . will that be all ?<br/>U4: thanks . i do actually need help finding a train . i want to go to [value_place] on [value_day] .<br/>S4: okay , and what time would you like to leave ?<br/>U5: i would like to depart [value_place] after [value_time] .<br/>S5: how many tickets please ?","i'll need tickets for [value_count] people . can i have the reference number please ?","your train booking for [value_count] on the [train_id] was successful . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked [value_count] tickets for you . the reference number is [train_reference] .","i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the fitzwilliam museum</span><br/>Make sure you get <span class='emphasis'>attraction type</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>monday</span> and should go to <span class='emphasis'>london kings cross</span><br/>The train should <span class='emphasis'>leave after 13:30</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>","true","false","false","false","true","false","false","true","true","false","false","false","true","true","false","false"
"307L9TDWK17U2OXNAVKNFGOS0I1N36","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","4","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","3907X2AHF4K77BBACCOCPFKKGB62PY","A1NYV6LPHCYADS","Approved","Thu Nov 07 07:59:43 PST 2019","Thu Nov 07 07:59:58 PST 2019","Sun Nov 10 07:59:58 PST 2019","Thu Nov 07 18:28:54 PST 2019","","","15","100% (180/180)","100% (180/180)","100% (180/180)","PMUL4001.json","5","U1: i am planning a trip in [value_place]<br/>S1: would you like to come by bus , or train ?<br/>U2: i am actually looking for a particular attraction called [attraction_name] .<br/>S2: yes nice place . did you need any info on it ?<br/>U3: what type of attraction is that ?<br/>S3: it s a museum . will that be all ?<br/>U4: thanks . i do actually need help finding a train . i want to go to [value_place] on [value_day] .<br/>S4: okay , and what time would you like to leave ?<br/>U5: i would like to depart [value_place] after [value_time] .<br/>S5: how many tickets please ?","i'll need tickets for [value_count] people . can i have the reference number please ?","your train booking for [value_count] on the [train_id] was successful . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked [value_count] tickets for you . the reference number is [train_reference] .","i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the fitzwilliam museum</span><br/>Make sure you get <span class='emphasis'>attraction type</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>monday</span> and should go to <span class='emphasis'>london kings cross</span><br/>The train should <span class='emphasis'>leave after 13:30</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>","true","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true"
"307L9TDWK17U2OXNAVKNFGOS0I1N36","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","4","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","3V0Z7YWSI2FKCV86YOXBV79224RV26","A8TIL9U6YHG5","Approved","Fri Nov 08 00:25:57 PST 2019","Fri Nov 08 00:26:41 PST 2019","Mon Nov 11 00:26:41 PST 2019","Fri Nov 08 02:02:14 PST 2019","","","44","95% (57/60)","95% (57/60)","95% (57/60)","PMUL4001.json","5","U1: i am planning a trip in [value_place]<br/>S1: would you like to come by bus , or train ?<br/>U2: i am actually looking for a particular attraction called [attraction_name] .<br/>S2: yes nice place . did you need any info on it ?<br/>U3: what type of attraction is that ?<br/>S3: it s a museum . will that be all ?<br/>U4: thanks . i do actually need help finding a train . i want to go to [value_place] on [value_day] .<br/>S4: okay , and what time would you like to leave ?<br/>U5: i would like to depart [value_place] after [value_time] .<br/>S5: how many tickets please ?","i'll need tickets for [value_count] people . can i have the reference number please ?","your train booking for [value_count] on the [train_id] was successful . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?","i have booked [value_count] tickets for you . the reference number is [train_reference] .","i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the fitzwilliam museum</span><br/>Make sure you get <span class='emphasis'>attraction type</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>monday</span> and should go to <span class='emphasis'>london kings cross</span><br/>The train should <span class='emphasis'>leave after 13:30</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>","false","true","false","true","true","true","false","true","true","true","false","false","false","true","false","true"
"322ZSN9Z6JZDFXLB75BIYKMQ30K4TA","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","354GIDR5ZFLXNK4CG458RQQXBN000V","A1965LD689F8U1","Approved","Mon Nov 04 20:06:28 PST 2019","Mon Nov 04 20:06:35 PST 2019","Thu Nov 07 20:06:35 PST 2019","Wed Nov 06 16:04:54 PST 2019","","","7","99% (195/196)","99% (195/196)","99% (195/196)","PMUL1182.json","0","nan","i want to visit a theater in the center of town .","there are [value_count] matches . i do not have any info on the fees . do you have any other preferences ?","there are [value_count] _UNK in the [value_area] , [value_area] , and [value_area] . do you have a preference ?","[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .","there are [value_count] _UNK in the [value_area] . the [attraction_name] , [attraction_name] , [attraction_name] , and [attraction_name] . would you like more information on [value_count] of them ?","You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 11:15</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>london liverpool street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>","false","false","false","true","true","true","false","false","true","false","false","false","true","true","false","false"
"322ZSN9Z6JZDFXLB75BIYKMQ30K4TA","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:16 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:16 PST 2019","","","3PM8NZGV82VT83FM0EOUFA4QXTYQXI","A1NYV6LPHCYADS","Approved","Mon Nov 04 10:41:24 PST 2019","Mon Nov 04 10:41:53 PST 2019","Thu Nov 07 10:41:53 PST 2019","Tue Nov 05 03:42:38 PST 2019","","","29","100% (180/180)","100% (180/180)","100% (180/180)","PMUL1182.json","0","nan","i want to visit a theater in the center of town .","there are [value_count] matches . i do not have any info on the fees . do you have any other preferences ?","there are [value_count] _UNK in the [value_area] , [value_area] , and [value_area] . do you have a preference ?","[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .","there are [value_count] _UNK in the [value_area] . the [attraction_name] , [attraction_name] , [attraction_name] , and [attraction_name] . would you like more information on [value_count] of them ?","You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 11:15</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>london liverpool street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false"
"3A9LA2FRXVTE8QIQRMWYHCG0L1TXH7","39S3HZ8OHE5T9BZXEV9FC631G6DS7Z","How well the responses answer the current query given historical conversation?","How well the responses answer the current query given historical conversation in terms of specific criterion?","text, conversation, response selection","$0.10","Mon Nov 04 05:55:17 PST 2019","3","BatchId:3823227;OriginalHitTemplateId:928390850;","1800","259200","Sat Nov 09 05:55:17 PST 2019","","","32KTQ2V7RHUCMSZW55BZIYY3HUP9ML","A1965LD689F8U1","Approved","Mon Nov 04 19:04:10 PST 2019","Mon Nov 04 19:04:18 PST 2019","Thu Nov 07 19:04:18 PST 2019","Wed Nov 06 16:04:58 PST 2019","","","8","99% (195/196)","99% (195/196)","99% (195/196)","PMUL1424.json","2","U1: i need to find a train going to [value_place] that arrives by [value_time] pm . do you know of [value_count] ?<br/>S1: there are many trains going to [value_place] at the time , where are you departing from and on what day ?<br/>U2: i am departing from [value_place] on [value_day] .<br/>S2: [train_id] leaves at [value_time] and will arrive at [value_place] at [value_time] . the trip will take [value_count] minutes and will cost [value_price] pounds . would you like to book ?","yes , i need [value_count] tickets . please send the ref . no . when you are done .","your booking was successful , the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can assist you with ?","the train id is [train_id] . the train id is [train_id] .","i have booked you [value_count] tickets on [train_id] . the reference number is [train_reference] .","i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 16:45</span> and should go to <span class='emphasis'>leicester</span><br/>The train should leave on <span class='emphasis'>friday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>entrance fee</span>","true","false","false","false","false","true","false","true","true","false","false","false","false","true","false","true"
